STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
Kerala,2004,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Kerala,2004,Cruelty by Husband or Relatives,0,0,0,0,0,2,0,2,2
Kerala,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2004,Causing death by negligence,0,0,0,0,1,0,1,0,1
Kerala,2004,Other IPC Crimes,0,0,9,1,3,1,12,2,14
Kerala,2004,Total IPC Crimes,0,0,100,2,192,26,292,28,320
Kerala,2005,Murder,0,0,0,0,8,0,8,0,8
Kerala,2005,Attempt to Commit Murder,0,0,1,0,2,0,3,0,3
Kerala,2005,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Kerala,2005,Rape,0,0,3,0,7,0,10,0,10
Kerala,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2005,Other Rape,0,0,3,0,7,0,10,0,10
Kerala,2005,Kidnapping & Abduction,0,0,0,0,2,0,2,0,2
Kerala,2005,K & A of Women and Girls,0,0,0,0,1,0,1,0,1
Kerala,2005,K & A of others,0,0,0,0,1,0,1,0,1
Kerala,2005,Dacoity,0,0,0,0,0,0,0,0,0
Kerala,2005,Preparation & Assembly for Dacoity,0,0,1,0,0,0,1,0,1
Kerala,2005,Robbery,0,0,0,0,2,0,2,0,2
Kerala,2005,Burglary,0,0,11,0,18,0,29,0,29
Kerala,2005,Theft,0,2,24,2,38,6,62,10,72
Kerala,2005,Auto Theft,0,0,3,0,9,0,12,0,12
Kerala,2005,Other Theft,0,2,21,2,29,6,50,10,60
Kerala,2005,Riots,0,0,12,0,148,0,160,0,160
Kerala,2005,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2005,Cheating,0,0,0,2,0,0,0,2,2
Kerala,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2005,Arson,0,0,0,0,0,0,0,0,0
Kerala,2005,Hurt/Grevious Hurt,0,0,3,0,44,2,47,2,49
Kerala,2005,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2005,Assault on Women wih intent to outrage h,0,0,2,0,7,0,9,0,9
Kerala,2005,Insult to Modesty of Women,0,0,0,0,4,0,4,0,4
Kerala,2005,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Kerala,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2005,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2005,Other IPC Crimes,0,0,9,0,20,0,29,0,29
Kerala,2005,Total IPC Crimes,0,2,66,4,300,8,366,14,380
Kerala,2006,Murder,0,0,2,0,2,0,4,0,4
Kerala,2006,Attempt to Commit Murder,0,0,1,0,2,0,3,0,3
Kerala,2006,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Kerala,2006,Rape,1,0,5,0,1,0,7,0,7
Kerala,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2006,Other Rape,1,0,5,0,1,0,7,0,7
Kerala,2006,Kidnapping & Abduction,0,0,2,0,1,0,3,0,3
Kerala,2006,K & A of Women and Girls,0,0,2,0,1,0,3,0,3
Kerala,2006,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2006,Dacoity,0,0,0,0,10,0,10,0,10
Kerala,2006,Preparation & Assembly for Dacoity,0,0,4,0,0,0,4,0,4
Kerala,2006,Robbery,0,0,1,0,13,0,14,0,14
Kerala,2006,Burglary,3,0,21,0,37,0,61,0,61
Kerala,2006,Theft,4,1,27,5,42,2,73,8,81
Kerala,2006,Auto Theft,0,0,2,0,5,0,7,0,7
Kerala,2006,Other Theft,4,1,25,5,37,2,66,8,74
Kerala,2006,Riots,1,0,27,0,60,0,88,0,88
Kerala,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2006,Cheating,0,0,0,0,0,2,0,2,2
Kerala,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2006,Arson,0,0,1,0,0,0,1,0,1
Kerala,2006,Hurt/Grevious Hurt,0,0,14,0,48,0,62,0,62
Kerala,2006,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2006,Assault on Women wih intent to outrage h,0,0,7,0,9,0,16,0,16
Kerala,2006,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Kerala,2006,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Kerala,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2006,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2006,Other IPC Crimes,0,0,12,1,31,1,43,2,45
Kerala,2006,Total IPC Crimes,9,1,124,6,257,5,390,12,402
Kerala,2007,Murder,0,1,3,1,1,1,4,3,7
Kerala,2007,Attempt to Commit Murder,0,0,0,0,9,0,9,0,9
Kerala,2007,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Kerala,2007,Rape,0,0,0,0,5,0,5,0,5
Kerala,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2007,Other Rape,0,0,0,0,5,0,5,0,5
Kerala,2007,Kidnapping & Abduction,0,0,1,0,3,0,4,0,4
Kerala,2007,K & A of Women and Girls,0,0,0,0,2,0,2,0,2
Kerala,2007,K & A of others,0,0,1,0,1,0,2,0,2
Kerala,2007,Dacoity,0,0,0,0,7,0,7,0,7
Kerala,2007,Preparation & Assembly for Dacoity,0,0,0,0,3,0,3,0,3
Kerala,2007,Robbery,0,0,1,0,7,0,8,0,8
Kerala,2007,Burglary,0,0,15,0,40,0,55,0,55
Kerala,2007,Theft,2,0,27,1,94,3,123,4,127
Kerala,2007,Auto Theft,0,0,7,0,37,0,44,0,44
Kerala,2007,Other Theft,2,0,20,1,57,3,79,4,83
Kerala,2007,Riots,0,0,40,2,205,7,245,9,254
Kerala,2007,Criminal Breach of Trust,0,0,0,0,1,0,1,0,1
Kerala,2007,Cheating,0,0,0,0,0,0,0,0,0
Kerala,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2007,Arson,0,0,0,0,0,0,0,0,0
Kerala,2007,Hurt/Grevious Hurt,1,0,19,0,74,1,94,1,95
Kerala,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2007,Assault on Women wih intent to outrage h,0,0,0,0,6,0,6,0,6
Kerala,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Kerala,2007,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Kerala,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2007,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2007,Other IPC Crimes,0,0,13,1,34,0,47,1,48
Kerala,2007,Total IPC Crimes,3,1,119,5,490,12,612,18,630
Kerala,2008,Murder,0,0,2,0,8,1,10,1,11
Kerala,2008,Attempt to Commit Murder,0,0,0,0,12,0,12,0,12
Kerala,2008,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Kerala,2008,Rape,0,0,6,0,10,0,16,0,16
Kerala,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2008,Other Rape,0,0,6,0,10,0,16,0,16
Kerala,2008,Kidnapping & Abduction,0,0,0,0,1,0,1,0,1
Kerala,2008,K & A of Women and Girls,0,0,0,0,1,0,1,0,1
Kerala,2008,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2008,Dacoity,0,0,1,0,2,0,3,0,3
Kerala,2008,Preparation & Assembly for Dacoity,0,0,5,0,4,0,9,0,9
Kerala,2008,Robbery,0,0,4,0,6,0,10,0,10
Kerala,2008,Burglary,0,0,42,0,52,0,94,0,94
Kerala,2008,Theft,1,0,43,3,83,5,127,8,135
Kerala,2008,Auto Theft,0,0,6,0,27,0,33,0,33
Kerala,2008,Other Theft,1,0,37,3,56,5,94,8,102
Kerala,2008,Riots,0,0,28,0,138,2,166,2,168
Kerala,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2008,Cheating,0,0,0,0,0,0,0,0,0
Kerala,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2008,Arson,0,0,1,0,0,0,1,0,1
Kerala,2008,Hurt/Grevious Hurt,0,0,41,3,96,0,137,3,140
Kerala,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2008,Assault on Women wih intent to outrage h,0,0,5,0,5,0,10,0,10
Kerala,2008,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Kerala,2008,Cruelty by Husband or Relatives,0,0,0,0,1,0,1,0,1
Kerala,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2008,Causing death by negligence,0,0,2,0,0,0,2,0,2
Kerala,2008,Other IPC Crimes,2,0,23,0,79,1,104,1,105
Kerala,2008,Total IPC Crimes,3,0,203,6,498,9,704,15,719
Kerala,2009,Murder,0,0,0,0,5,0,5,0,5
Kerala,2009,Attempt to Commit Murder,0,0,1,0,9,0,10,0,10
Kerala,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Kerala,2009,Rape,0,0,3,0,1,0,4,0,4
Kerala,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2009,Other Rape,0,0,3,0,1,0,4,0,4
Kerala,2009,Kidnapping & Abduction,0,0,1,0,3,0,4,0,4
Kerala,2009,K & A of Women and Girls,0,0,1,0,2,0,3,0,3
Kerala,2009,K & A of others,0,0,0,0,1,0,1,0,1
Kerala,2009,Dacoity,0,0,0,0,3,0,3,0,3
Kerala,2009,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Kerala,2009,Robbery,0,0,0,0,8,0,8,0,8
Kerala,2009,Burglary,0,0,38,0,55,0,93,0,93
Kerala,2009,Theft,1,1,67,3,99,2,167,6,173
Kerala,2009,Auto Theft,0,0,27,0,59,0,86,0,86
Kerala,2009,Other Theft,1,1,40,3,40,2,81,6,87
Kerala,2009,Riots,0,0,22,0,177,0,199,0,199
Kerala,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2009,Cheating,0,0,0,0,0,0,0,0,0
Kerala,2009,Counterfeiting,0,0,0,0,1,0,1,0,1
Kerala,2009,Arson,0,0,0,0,3,0,3,0,3
Kerala,2009,Hurt/Grevious Hurt,0,0,12,1,72,2,84,3,87
Kerala,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2009,Assault on Women wih intent to outrage h,0,0,2,0,5,0,7,0,7
Kerala,2009,Insult to Modesty of Women,0,0,0,0,3,0,3,0,3
Kerala,2009,Cruelty by Husband or Relatives,0,0,0,0,1,0,1,0,1
Kerala,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2009,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2009,Other IPC Crimes,1,0,14,1,59,0,74,1,75
Kerala,2009,Total IPC Crimes,2,1,160,5,505,4,667,10,677
Kerala,2010,Murder,0,0,3,0,2,0,5,0,5
Kerala,2010,Attempt to Commit Murder,0,0,0,0,4,0,4,0,4
Kerala,2010,C H Not amounting to Murder,0,0,1,0,1,0,2,0,2
Kerala,2010,Rape,0,0,2,0,8,0,10,0,10
Kerala,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2010,Other Rape,0,0,2,0,8,0,10,0,10
Kerala,2010,Kidnapping & Abduction,0,0,3,0,2,0,5,0,5
Kerala,2010,K & A of Women and Girls,0,0,3,0,2,0,5,0,5
Kerala,2010,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2010,Dacoity,0,0,0,0,3,0,3,0,3
Kerala,2010,Preparation & Assembly for Dacoity,0,0,3,0,1,0,4,0,4
Kerala,2010,Robbery,1,0,2,1,11,1,14,2,16
Kerala,2010,Burglary,1,0,37,0,53,0,91,0,91
Kerala,2010,Theft,0,1,73,9,106,4,179,14,193
Kerala,2010,Auto Theft,0,0,30,0,58,0,88,0,88
Kerala,2010,Other Theft,0,1,43,9,48,4,91,14,105
Kerala,2010,Riots,0,0,70,2,177,2,247,4,251
Kerala,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2010,Cheating,1,0,5,0,1,0,7,0,7
Kerala,2010,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2010,Arson,0,0,0,0,1,0,1,0,1
Kerala,2010,Hurt/Grevious Hurt,1,0,25,1,91,1,117,2,119
Kerala,2010,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2010,Assault on Women wih intent to outrage h,0,0,3,0,3,0,6,0,6
Kerala,2010,Insult to Modesty of Women,0,0,1,0,2,0,3,0,3
Kerala,2010,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Kerala,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2010,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2010,Other IPC Crimes,0,0,24,0,57,0,81,0,81
Kerala,2010,Total IPC Crimes,4,1,252,13,523,8,779,22,801
Kerala,2011,Murder,1,0,3,0,8,1,12,1,13
Kerala,2011,Attempt to Commit Murder,0,0,0,0,9,0,9,0,9
Kerala,2011,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Kerala,2011,Rape,0,0,6,0,28,0,34,0,34
Kerala,2011,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2011,Other Rape,0,0,6,0,28,0,34,0,34
Kerala,2011,Kidnapping & Abduction,0,0,1,0,7,0,8,0,8
Kerala,2011,K & A of Women and Girls,0,0,1,0,7,0,8,0,8
Kerala,2011,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2011,Dacoity,0,0,1,0,8,0,9,0,9
Kerala,2011,Preparation & Assembly for Dacoity,0,0,0,0,2,0,2,0,2
Kerala,2011,Robbery,1,0,6,0,16,0,23,0,23
Kerala,2011,Burglary,2,0,37,0,62,0,101,0,101
Kerala,2011,Theft,2,1,63,1,77,2,142,4,146
Kerala,2011,Auto Theft,0,0,37,0,32,0,69,0,69
Kerala,2011,Other Theft,2,1,26,1,45,2,73,4,77
Kerala,2011,Riots,0,0,40,0,215,0,255,0,255
Kerala,2011,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2011,Cheating,0,0,0,0,3,0,3,0,3
Kerala,2011,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2011,Arson,0,0,3,0,2,0,5,0,5
Kerala,2011,Hurt/Grevious Hurt,1,0,27,0,103,0,131,0,131
Kerala,2011,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2011,Assault on Women wih intent to outrage h,0,0,1,0,9,0,10,0,10
Kerala,2011,Insult to Modesty of Women,0,0,2,0,2,0,4,0,4
Kerala,2011,Cruelty by Husband or Relatives,0,0,1,0,0,0,1,0,1
Kerala,2011,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2011,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2011,Other IPC Crimes,1,0,28,0,59,0,88,0,88
Kerala,2011,Total IPC Crimes,8,1,219,1,611,3,838,5,843
Kerala,2012,Murder,0,0,4,0,12,0,16,0,16
Kerala,2012,Attempt to Commit Murder,0,0,0,0,16,0,16,0,16
Kerala,2012,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Kerala,2012,Rape,0,0,4,0,26,0,30,0,30
Kerala,2012,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2012,Other Rape,0,0,4,0,26,0,30,0,30
Kerala,2012,Kidnapping & Abduction,0,0,2,0,8,0,10,0,10
Kerala,2012,K & A of Women and Girls,0,0,2,0,8,0,10,0,10
Kerala,2012,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2012,Dacoity,0,0,0,0,1,0,1,0,1
Kerala,2012,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Kerala,2012,Robbery,0,0,5,0,10,0,15,0,15
Kerala,2012,Burglary,0,0,34,0,39,0,73,0,73
Kerala,2012,Theft,4,0,56,3,114,2,174,5,179
Kerala,2012,Auto Theft,4,0,37,0,59,0,100,0,100
Kerala,2012,Other Theft,0,0,19,3,55,2,74,5,79
Kerala,2012,Riots,0,0,31,0,260,1,291,1,292
Kerala,2012,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2012,Cheating,0,0,0,0,4,0,4,0,4
Kerala,2012,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2012,Arson,0,0,0,0,0,0,0,0,0
Kerala,2012,Hurt/Grevious Hurt,0,0,17,1,143,1,160,2,162
Kerala,2012,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2012,Assault on Women wih intent to outrage h,0,0,0,0,6,0,6,0,6
Kerala,2012,Insult to Modesty of Women,0,0,1,0,3,0,4,0,4
Kerala,2012,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Kerala,2012,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Kerala,2012,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2012,Other IPC Crimes,0,0,26,0,78,3,104,3,107
Kerala,2012,Total IPC Crimes,4,0,180,4,721,7,905,11,916
Kerala,2013,Murder,0,0,1,0,6,0,7,0,7
Kerala,2013,Attempt to Commit Murder,0,0,7,0,10,0,17,0,17
Kerala,2013,C H Not amounting to Murder,0,0,0,0,4,0,4,0,4
Kerala,2013,Rape,0,0,14,0,20,0,34,0,34
Kerala,2013,Custodial Rape,0,0,0,0,0,0,0,0,0
Kerala,2013,Other Rape,0,0,14,0,20,0,34,0,34
Kerala,2013,Kidnapping & Abduction,0,0,0,0,7,0,7,0,7
Kerala,2013,K & A of Women and Girls,0,0,0,0,7,0,7,0,7
Kerala,2013,K & A of others,0,0,0,0,0,0,0,0,0
Kerala,2013,Dacoity,0,0,0,0,1,0,1,0,1
Kerala,2013,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Kerala,2013,Robbery,0,0,1,0,17,0,18,0,18
Kerala,2013,Burglary,0,0,37,0,73,2,110,2,112
Kerala,2013,Theft,0,0,59,1,211,3,270,4,274
Kerala,2013,Auto Theft,0,0,25,0,102,0,127,0,127
Kerala,2013,Other Theft,0,0,34,1,109,3,143,4,147
Kerala,2013,Riots,0,0,41,0,272,0,313,0,313
Kerala,2013,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Kerala,2013,Cheating,0,0,0,0,1,0,1,0,1
Kerala,2013,Counterfeiting,0,0,0,0,0,0,0,0,0
Kerala,2013,Arson,0,0,1,0,4,0,5,0,5
Kerala,2013,Hurt/Grevious Hurt,0,0,21,0,157,1,178,1,179
Kerala,2013,Dowry Deaths,0,0,0,0,0,0,0,0,0
Kerala,2013,Assault on Women wih intent to outrage her Modesty,0,0,2,0,13,0,15,0,15
Kerala,2013,Insult to Modesty of Women,0,0,0,0,5,0,5,0,5
Kerala,2013,Cruelty by Husband or his Relatives,0,0,0,0,0,0,0,0,0
Kerala,2013,Importation of girls from Foreign Countries,0,0,0,0,0,0,0,0,0
Kerala,2013,Causing death by negligence,0,0,0,0,0,0,0,0,0
Kerala,2013,Other IPC Crimes,0,0,29,0,117,0,146,0,146
Kerala,2013,Total IPC Crimes,0,0,213,1,919,6,1132,7,1139
Lakshadweep,2001,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Other IPC Crimes,0,0,0,1,0,0,0,1,1
Lakshadweep,2001,Total IPC Crimes,0,0,0,1,0,0,0,1,1
Lakshadweep,2002,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2002,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Dowry Deaths,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Causing death by negligence,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Other IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2003,Total IPC Crimes,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Other Rape,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,K & A of others,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Robbery,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Burglary,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Auto Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Other Theft,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Riots,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Cheating,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Arson,0,0,0,0,0,0,0,0,0
Lakshadweep,2004,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
